gene  status        value_1        value_2        p_value        q_value	significant
-  OK        2.56416        7.4215        0.2073        0.260978	no
-  OK        1.94304        4.52986        0.0801        0.123375	no
-  NOTEST        0.473948        2.74351        1        1	no
-  NOTEST        0.705399        4.08329        1        1	no
-  OK        0.574115        6.09279        0.2249        0.260978	no
-  OK        0.909693        5.2637        0.22985        0.260978	no
-  NOTEST        2.62448        4.64309        1        1	no
-  NOTEST        0.697291        4.37189        1        1	no
-  NOTEST        0        2.97991        1        1	no
-  NOTEST        0.57504        2.77391        1        1	no
-  NOTEST        0.776666        2.87265        1        1	no
-  OK        2.32515        7.28914        0.19145        0.251028	no
-  OK        1.31403        5.70484        0.13        0.179295	no
-  NOTEST        0.592815        3.43159        1        1	no
-  OK        4.34326        23.0412        0.2431        0.271716	no
-  OK        2.28442        7.71472        0.0597        0.0941773	no
-  NOTEST        2.8954        3.59152        1        1	no
-  OK        13.7518        1.32674        0.2173        0.260978	no
-  OK        5.66879        1.43923        0.045        0.0731317	no
-  OK        4.14532        2.85664        0.19685        0.257501	no
-  OK        7.10688        3.12978        0.02955        0.050007	no
-  OK        14.9043        1.91723        0.1164        0.166409	no
-  OK        2.8719        6.92567        0.1417        0.192853	no
-  OK        50.7174        13.3447        0.03045        0.0513263	no
-  OK        26.5109        5.1154        0.1222        0.171701	no
-  OK        78.7657        5.84546        0.2173        0.260978	no
-  NOTEST        0        5.38535        1        1	no
-  NOTEST        0        2.82441        1        1	no
-  NOTEST        0        3.53817        1        1	no
-  NOTEST        0        2.94042        1        1	no
-  NOTEST        1.33819        3.22761        1        1	no
-  NOTEST        1.97819        3.817        1        1	no
-  NOTEST        0.872884        2.94747        1        1	no
-  OK        0.259257        4.37748        0.2249        0.260978	no
-  NOTEST        0        3.64276        1        1	no
-  OK        0.17931        3.63286        0.2249        0.260978	no
-  OK        0.36693        4.60205        0.2249        0.260978	no
-  NOTEST        0        3.68177        1        1	no
-  NOTEST        0        2.85666        1        1	no
-  NOTEST        0        3.12999        1        1	no
-  OK        0.320419        3.55539        0.2249        0.260978	no
-  NOTEST        0        2.79262        1        1	no
-  NOTEST        0.294973        3.27233        1        1	no
-  NOTEST        1.52295        4.40789        1        1	no
-  NOTEST        0        6.18458        1        1	no
-  NOTEST        1.42186        2.60671        1        1	no
-  NOTEST        1.90237        3.97585        1        1	no
-  OK        6.04982        3.04025        0.0582        0.092213	no
-  OK        5.88537        11.3561        0.2739        0.298851	no
-  OK        6.09431        4.14213        0.17685        0.233548	no
-  OK        5.91869        4.63952        0.2896        0.313823	no
-  OK        4.35014        6.82125        0.5273        0.549132	no
-  OK        5.05541        3.52318        0.4742        0.497392	no
-  OK        4.57366        5.02116        0.6597        0.679264	no
-  OK        7.99992        7.30497        0.6938        0.712155	no
-  OK        1.45594        7.02325        0.12605        0.175614	no
-  OK        4.68648        7.91149        0.26055        0.286074	no
-  OK        2.56334        5.29937        0.1035        0.155945	no
-  OK        0.5098        6.5172        0.11235        0.164967	no
-  OK        1.3481        6.82738        0.12045        0.16982	no
-  OK        1.9994        15.4317        0.2262        0.260978	no
-  OK        0.175168        4.14064        0.2249        0.260978	no
-  NOTEST        0        3.56719        1        1	no
-  OK        0.623267        6.61441        0.2249        0.260978	no
-  OK        0.708161        4.95372        0.11545        0.165382	no
-  OK        0.49188        4.27097        0.22535        0.260978	no
-  NOTEST        0        4.07558        1        1	no
-  OK        0.25348        4.27994        0.2249        0.260978	no
-  OK        0.117043        3.35942        0.11235        0.164967	no
-  NOTEST        0        2.59485        1        1	no
-  NOTEST        0        6.14275        1        1	no
-  OK        0.215129        4.35856        0.2249        0.260978	no
-  NOTEST        0.519254        2.75529        1        1	no
-  OK        2.17507        5.76942        0.27995        0.303676	no
-  OK        4.29606        4.89831        0.7478        0.763048	no
-  OK        1.20001        11.5774        0.22505        0.260978	no
-  OK        0.458436        6.74459        0.11235        0.164967	no
-  OK        0.168831        4.72362        0.2249        0.260978	no
-  OK        0.288428        4.17401        0.2249        0.260978	no
-  OK        0.604632        6.12571        0.2249        0.260978	no
-  NOTEST        0        2.86507        1        1	no
-  NOTEST        0        4.20657        1        1	no
-  NOTEST        0        3.09354        1        1	no
-  NOTEST        0        3.511        1        1	no
-  NOTEST        0        4.37356        1        1	no
-  NOTEST        0        3.95524        1        1	no
-  NOTEST        0        3.63839        1        1	no
-  NOTEST        0        2.64753        1        1	no
-  NOTEST        0        3.82892        1        1	no
-  NOTEST        0        4.27195        1        1	no
-  NOTEST        0        3.08725        1        1	no
-  NOTEST        0        4.17996        1        1	no
-  NOTEST        0.284372        2.74354        1        1	no
-  NOTEST        0.570516        3.57703        1        1	no
-  NOTEST        1.30931        3.15795        1        1	no
-  OK        1.62982        7.86202        0.25385        0.27913	no
-  NOTEST        3.19287        3.69647        1        1	no
-  NOTEST        0        3.69221        1        1	no
-  OK        1.68524        8.12937        0.25385        0.27913	no
-  NOTEST        0        3.05893        1        1	no
-  NOTEST        0        5.05211        1        1	no
-  NOTEST        0        4.33533        1        1	no
-  NOTEST        0.774455        3.17502        1        1	no
-  OK        6.71447        5.2842        0.41315        0.437017	no
-  OK        6.23953        4.49359        0.0365        0.0602368	no
-  OK        4.21467        6.83906        0.18025        0.237919	no
-  OK        5.80167        4.19784        0.071        0.110535	no
-  OK        3.74291        5.5297        0.1569        0.210356	no
-  OK        14.0469        21.6832        0.4657        0.488884	no
-  OK        4.27996        20.6459        0.25385        0.27913	no
-  OK        4.2479        6.83042        0.45705        0.480873	no
-  OK        6.83473        9.47779        0.48015        0.503263	no
-  OK        3.58262        7.60411        0.0311        0.0521144	no
-  OK        3.52026        22.0714        0.22985        0.260978	no
-  OK        0.293785        6.51903        0.11235        0.164967	no
-  OK        0.352708        16.8444        0.2249        0.260978	no
-  OK        1.99805        28.915        0.11235        0.164967	no
-  OK        0.413629        12.7708        0.2249        0.260978	no
-  OK        834.965        2416.65        0.09105        0.138681	no
-  NOTEST        0        6.06063        1        1	no
-  NOTEST        0        4.23087        1        1	no
-  NOTEST        0        3.09484        1        1	no
-  OK        0.370666        3.93369        0.2249        0.260978	no
-  OK        0.137462        4.70784        0.2249        0.260978	no
-  OK        0.0519262        4.65901        0.2249        0.260978	no
-  OK        0.38396        8.51998        0.2249        0.260978	no
-  OK        0.525998        9.13442        0.2249        0.260978	no
-  OK        3.07598        5.68732        0.2024        0.260978	no
-  OK        0.957299        7.3886        0.2262        0.260978	no
-  OK        4.01135        6.02633        0.03315        0.0553425	no
-  OK        2.81081        4.3217        0.11895        0.169308	no
-  OK        6.89379        5.76414        0.6133        0.63407	no
-  OK        0.178606        3.70497        0.2249        0.260978	no
-  OK        0.110976        4.01512        0.2249        0.260978	no
-  OK        0.333941        4.99334        0.2249        0.260978	no
-  OK        3.87257        20.5441        0.2431        0.271716	no
-  OK        0.625409        4.82701        0.2262        0.260978	no
-  NOTEST        0.957299        4.61788        1        1	no
-  NOTEST        0.784446        4.1634        1        1	no
-  NOTEST        0.955359        2.53411        1        1	no
-  NOTEST        2.56416        6.18458        1        1	no
-  OK        0.592815        5.43406        0.22525        0.260978	no
-  OK        2.62113        13.9052        0.2431        0.271716	no
-  NOTEST        0.371428        2.32923        1        1	no
